업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명,경도,위도
,,,오전 8시 30분 - 오전 1시,,6800~22800,,,,
,,,,,아몬드피칸와플,,,,
,,,,,"9,800원",,,,
,,,,,버터핑거스페이보릿,,,,
,,,,,"18,400원",,,,
경양식,서울특별시 강남구 청담동 88번지 37호 지상1층,02 512 6702,매일,서울특별시 강남구 선릉로152길 17 (청담동지상1층),빵오쇼콜라,11680,기욤,127.0410286,37.52436946
,,,오전 10시 - 자정 12시,,"2,800원",,,,
,,,금요일,,포카치아 올리브,,,,
,,,오전 10시 - 오전 1시,,"2,800원",,,,
,,,,,푸가스 메종,,,,
,,,,,"5,500원",,,,
경양식,서울특별시 강남구 청담동 88번지 37호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로152길 17 지하1층 (청담동),메뉴 정보가 없습니다.,11680,아임,127.0410286,37.52436946
경양식,서울특별시 강남구 청담동 89번지 6호,02 556 8700,매일,서울특별시 강남구 선릉로152길 21 지하12층 (청담동),포터하우스스테이크(1000g),11680,울프강스테이크하우스코리아,127.0414629,37.52449733
,,,오전 11시 - 오후 3시 (런치),,"253,000원",,,,
,,,매일,,더블유(W) 코스 (1인),,,,
,,,오전 11시 - 오후 11시 (브레이크타임없이운영),,"178,000원",,,,
,,,,,클래식(Classic) 코스 (1인),,,,
,,,,,"148,000원",,,,
경양식,서울특별시 강남구 청담동 89번지 8호,02 5111005,"화,수,목,금,토",서울특별시 강남구 선릉로152길 25 1층 (청담동),젤라또 컵 or 콘,11680,샤누,127.0416935,37.52448236
,,,오전 11시 - 오후 10시,,"4,000원",,,,
,,,일요일,,포장,,,,
,,,오전 11시 - 오후 10시,,차 (crisTine daTTner),,,,
경양식,서울특별시 강남구 청담동 91번지 3호 지상1층,0-2514-1838,매일,서울특별시 강남구 선릉로152길 30 지상1층 (청담동),조식,11680,벨뷰,127.0419217,37.52417913
,,,오전 7시 - 오전 9시 30분 (조식(연중무휴)),,"9,900원",,,,
,,,매일,,평일 점심 대인,,,,
,,,오전 11시 30분 - 오후 2시 30분 (중식(연중무휴)),,평일 점심 소인,,,,
경양식,서울특별시 강남구 청담동 91번지 5호 지상2층,,"화,수,목,금",서울특별시 강남구 선릉로152길 34 지상2층 (청담동),생맥주,11680,나인(NINE),127.0423987,37.52425192
,,,오후 6시 - 오전 1시,,5000~13000,,,,
,,,"금,토",,와인,,,,
,,,오후 6시 - 오전 2시,,,,,,
경양식,서울특별시 강남구 청담동 90번지 19호 청담동 올리브빌딩,,월-금,서울특별시 강남구 선릉로152길 37 청담동 올리브빌딩 지하1층 (청담동),김치볶음밥,11680,청담스케쥴,127.0426785,37.52464509
,,,오전 11시 - 오전 3시,,"19,000원",,,,
,,,토/일,,우니 크림 링귀니,,,,
,,,오전 11시 - 오전 5시,,"35,000원",,,,
,,,,,생딸기 와플 아이스크림,,,,
,,,,,"22,000원",,,,
경양식,서울특별시 강남구 청담동 85번지 6호 지하1층,,휴무일,서울특별시 강남구 선릉로152길 5 지하1층 (청담동),짜장면,11680,칸티뿌르레스토랑 강남지점,127.0400164,37.52426637
,,,매주 월요일,,"5,000원",,,,
,,,,,"삼선짜장, 삼선짬뽕 각",,,,
,,,,,"10,000원",,,,
,,,,,쟁반짜장 2인,,,,
,,,,,"12,000원",,,,
경양식,서울특별시 강남구 신사동 655번지 8호,,매일,서울특별시 강남구 선릉로153길 12 지하1층 (신사동),아메리카노 핫,11680,146 스트리트(146 ST.),127.0385685,37.52496594
,,,오전 11시 - 자정 12시,,"7,000원",,,,
,,,,,아메리카노 아이스,,,,
,,,,,"7,500원",,,,
,,,,,카페라떼 핫,,,,
,,,,,"8,000원",,,,
경양식,서울특별시 강남구 신사동 654번지 5호 지상6층,02-3444-6640,매일,서울특별시 강남구 선릉로153길 13 (신사동지상6층),조식,11680,씨테라스,127.0383031,37.5246314
,,,정오 12시 - 오후 2시 30분 (점심),,"55,000원",,,,
,,,월-금,,주중 점심,,,,
,,,오전 6시 30분 - 오전 10시 (조식),,"95,000원",,,,
,,,,,주중 저녁,,,,
,,,,,"115,000원",,,,
경양식,서울특별시 강남구 신사동 654번지 5호 한조빌딩 지하1층,,월-목,서울특별시 강남구 선릉로153길 13 (신사동한조빌딩 지하1층),아메리카노(hot),11680,시카고,127.0383031,37.5246314
,,,오전 8시 - 오후 11시,,"3,800원",,,,
,,,금요일,,,,,,
,,,오전 8시 - 오후 6시,,,,,,
경양식,서울특별시 강남구 신사동 653번지 3호 지하1층,70-7534-0165,매일,서울특별시 강남구 선릉로153길 19 (신사동지하1층),광어1줄,11680,카오루,127.0377562,37.52466766
,,,오후 6시 - 오전 3시,,"16,000원",,,,
,,,,,광어2줄,,,,
,,,,,"22,000원",,,,
,,,,,광어3줄,,,,
,,,,,"27,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 15호 JLJ빌딩,02 516 8101,월-금,서울특별시 강남구 선릉로153길 22 JLJ빌딩 지상2층 (신사동),구운 브로컬리니,11680,엘오미노,127.0375822,37.52500607
,,,오전 11시 30분 - 오후 3시 (Lunch time (last order 14:00)),,"15,000원",,,,
,,,월-금,,헬시 샐러드,,,,
,,,오후 6시 - 오후 10시 30분 (Dinner time (last order 21:00)),,"16,000원",,,,
,,,,,사르데냐 보따르가 페델리니,,,,
,,,,,"28,000원",,,,
경양식,서울특별시 강남구 신사동 653번지 1호,,"화,수,목,금,토/일",서울특별시 강남구 선릉로153길 23 지상2층 (신사동),베이컨피자,11680,몰디브(Maldive),127.0375195,37.52462725
,,,오후 6시 - 오전 3시,,"15,000원",,,,
,,,일요일,,페퍼로니피자,,,,
,,,오후 6시 - 오전 1시,,"15,000원",,,,
,,,,,하와이안피자,,,,
,,,,,"16,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 14호 지하1층,02 5179079,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로153길 24 (신사동지하1층),메뉴 정보가 없습니다.,11680,스타일 세븐,127.0375111,37.52483904
경양식,서울특별시 강남구 신사동 647번지 24호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로153길 32 3층 (신사동),메뉴 정보가 없습니다.,11680,아라브륀느,127.0368059,37.5248397
경양식,서울특별시 강남구 신사동 647번지 24호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로153길 32 3층 (신사동),메뉴 정보가 없습니다.,11680,삼십칠,127.0492536,37.52362029
경양식,서울특별시 강남구 신사동 647번지 23호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로153길 34 지상2층 (신사동),메뉴 정보가 없습니다.,11680,백케이 IOOK,127.0366305,37.5248401
경양식,서울특별시 강남구 신사동 647번지 23호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로153길 34 지상2층 (신사동),메뉴 정보가 없습니다.,11680,클레이(Clay),127.0366305,37.5248401
경양식,서울특별시 강남구 신사동 648번지 석진빌딩,02 540 3351,매일,서울특별시 강남구 선릉로153길 37 석진빌딩 지상3층 4층 (신사동),구운 가지 와 타히니 소스,11680,토프,127.0363954,37.52453614
,,,오전 11시 30분 - 오후 3시 (3층 last order : 14시 30분),,"15,000원",,,,
,,,매일,,백골뱅이와 더덕 무스,,,,
,,,오후 5시 30분 - 오후 10시 (last order : 21시00분),,"15,000원",,,,
,,,,,트러플 감자튀김,,,,
,,,,,"16,000원",,,,
경양식,서울특별시 강남구 신사동 666번지 4호 보성빌딩지하1층,0-3445-2883,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로153길 5 (신사동보성빌딩지하1층),메뉴 정보가 없습니다.,11680,캔디점,127.0389389,37.52453708
경양식,서울특별시 강남구 신사동 666번지 0호 지하1층,,매일,서울특별시 강남구 선릉로153길 7 (신사동지하1층),모듬사시미 (중),11680,슈진,127.0387703,37.52470083
,,,오후 6시 - 오전 3시,,"39,000원",,,,
,,,일요일,,모듬사시미 (대),,,,
,,,오후 6시 - 오전 1시,,"58,000원",,,,
,,,,,소고기타타키,,,,
,,,,,"26,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 5호 지상2층,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로155길 21 (신사동지상2층),메뉴 정보가 없습니다.,11680,크로네비어,127.0379371,37.52549311
경양식,서울특별시 강남구 신사동 656번지 7호 지상2층,02-4273-4087,"월-금,토",서울특별시 강남구 선릉로155길 23-3 (신사동지상2층),사시미모리아와세(모둠생선회),11680,이치에,127.0376825,37.52537376
,,,오후 6시 - 자정 12시,,"59,000원",,,,
,,,휴무일,,혼마구로,,,,
,,,매주 일요일,,"33,000원",,,,
,,,,,아나고텐푸라(바다장어튀김),,,,
,,,,,"28,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 7호 지상4층,0-547-1365,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로155길 23-3 (신사동지상4층),메뉴 정보가 없습니다.,11680,스웰,127.0376825,37.52537376
경양식,서울특별시 강남구 신사동 656번지 7호,,"화,수,목,금,토/일",서울특별시 강남구 선릉로155길 23-3 지상1층 (신사동),런치)까르보나라 스포시니 파스타,11680,스파크(spark),127.0376825,37.52537376
,,,정오 12시 - 오후 3시 (라스트 오더 14:30),,"18,000원",,,,
,,,"화,수,목,금,토/일",,런치)향긋한 바질페스토 리가토니,,,,
,,,오후 6시 - 자정 12시 (라스트 오더 22:30),,"18,000원",,,,
,,,,,런치)소고기 라구 스파게티,,,,
,,,,,"18,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 7호,,매일,서울특별시 강남구 선릉로155길 23-3 지상1층 (신사동),소주 맥주,11680,코타(KOTA),127.0376825,37.52537376
,,,오후 5시 30분 - 오전 2시 (매주 일요일 휴무),,"4,000원",,,,
,,,,,잭다니엘,,,,
,,,,,"99,000원",,,,
,,,,,오코노미야끼,,,,
,,,,,"14,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 7호,,매일,서울특별시 강남구 선릉로155길 23-3 지상3층 (신사동),아메리카노,11680,위드,127.0376825,37.52537376
,,,오전 11시 - 오후 10시 (매주 월요일 휴무 (브레이크 타임 없음)),,"4,500원",,,,
,,,,,바질라임에이드,,,,
,,,,,"6,000원",,,,
,,,,,케일사과주스,,,,
,,,,,"6,500원",,,,
경양식,서울특별시 강남구 신사동 656번지 7호,,매일,서울특별시 강남구 선릉로155길 23-3 지상3층 (신사동),마리특선코스,11680,마리,127.0376825,37.52537376
,,,오전 11시 - 오후 9시 30분 (명절 휴무),,"30,000원",,,,
,,,,,마리 A코스,,,,
,,,,,"35,000원",,,,
,,,,,마리 B코스,,,,
,,,,,"45,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 7호,,매일,서울특별시 강남구 선릉로155길 23-3 지상3층 (신사동),소고기 등심 스테이크,11680,안젤라,127.0376825,37.52537376
,,,오전 11시 - 자정 12시,,"29,000원",,,,
,,,,,카프리제 비프 샐러드,,,,
,,,,,"22,000원",,,,
,,,,,프랑스빵 브리오슈 샌드위치,,,,
,,,,,"12,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 2호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로155길 25 1층 102호 (신사동),메뉴 정보가 없습니다.,11680,라이언스 위스키,127.0374893,37.52561971
경양식,서울특별시 강남구 신사동 656번지 2호,,월-금,서울특별시 강남구 선릉로155길 25 1층 102호 (신사동),Steak,11680,라이언 위스키,127.0374893,37.52561971
,,,오후 6시 - 오전 1시,,"32,000원",,,,
,,,토요일,,Pasta,,,,
,,,오후 6시 - 오전 1시,,"20,000원",,,,
,,,,,Tottellini,,,,
,,,,,"22,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 2호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로155길 25 1층 1호 (신사동),메뉴 정보가 없습니다.,11680,윙앤딥(WING&DIP),127.0374893,37.52561971
경양식,서울특별시 강남구 신사동 656번지 2호,,매일,서울특별시 강남구 선릉로155길 25 지상2층 (신사동),짜장,11680,주향,127.0374893,37.52561971
,,,오전 11시 - 오후 8시 (매주 일요일 휴무),,"5,000원",,,,
,,,,,땡초짜장,,,,
,,,,,"6,000원",,,,
,,,,,짬뽕,,,,
,,,,,"7,000원",,,,
경양식,서울특별시 강남구 신사동 656번지 2호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로155길 25 지하1층 (신사동),메뉴 정보가 없습니다.,11680,더비스,127.0374893,37.52561971
경양식,서울특별시 강남구 신사동 657번지 16호 지하1층 101호,,매일,서울특별시 강남구 선릉로155길 28 지하1층 101호 (신사동),아메리카노,11680,다락방,127.0374244,37.52581775
,,,오전 11시 - 자정 12시 (연중무휴),,"3,500원",,,,
,,,,,더치커피,,,,
,,,,,"4,000원",,,,
,,,,,라떼,,,,
,,,,,"4,500원",,,,
경양식,서울특별시 강남구 신사동 665번지 10호,0-2540-0680,"화,수,목,금,토",서울특별시 강남구 선릉로155길 5 1층 (신사동),VONGOLE,11680,(주)몽고네,127.0391155,37.52515177
,,,정오 12시 - 오후 10시 30분,,"26,000원",,,,
,,,"쉬는시간 매주 화,수,목,금,토",,,,,,
,,,오후 3시 - 오후 5시 30분,,,,,,
경양식,서울특별시 강남구 신사동 663번지 24호 석전빌딩 지하1층,,월-금,서울특별시 강남구 선릉로157길 12 (신사동석전빌딩 지하1층),메뉴 정보가 없습니다.,11680,라바뜨 압구정점,127.0390127,37.52611474
,,,오전 11시 - 오후 10시,,,,,,
,,,휴무일,,,,,,
,,,매주 토/일,,,,,,
경양식,서울특별시 강남구 신사동 657번지 38호 지상1층,0-3445-2728,"월-금,토",서울특별시 강남구 선릉로157길 13-3 (신사동지상1층),간장새우장정식,11680,모,127.0387104,37.52581269
,,,오전 11시 - 오후 8시 (라스트오더 19:50),,"8,000원",,,,
,,,토요일,,양념새우장정식,,,,
,,,오전 11시 - 오후 7시 30분 (라스트오더 19:00),,"8,500원",,,,
,,,,,얼큰콩비지백반,,,,
,,,,,"6,500원",,,,
경양식,서울특별시 강남구 신사동 663번지 21호 1층 104호 일부,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로157길 14-8 (신사동1층 104호 일부),메뉴 정보가 없습니다.,11680,청춘호텔,127.0389684,37.52652234
경양식,서울특별시 강남구 신사동 663번지 15호,,매일,서울특별시 강남구 선릉로157길 16 지하1층 (신사동),아메리카노,11680,플랜비(plan.b),127.0385822,37.52618733
,,,정오 12시 - 오전 1시 (1시 또는 2시에 마감. 월요일 17시 오픈.),,"3,400원",,,,
,,,,,카페모카,,,,
,,,,,"4,900원",,,,
,,,,,카페라테,,,,
,,,,,"3,900원",,,,
경양식,서울특별시 강남구 신사동 663번지 12호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로157길 20-8 1층 102호 (신사동),메뉴 정보가 없습니다.,11680,우쿡 WOOCOOK,127.0385349,37.52662665
경양식,서울특별시 강남구 신사동 657번지 20호 지상5층,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로157길 21 (신사동지상5층),메뉴 정보가 없습니다.,11680,프레임,127.0381571,37.52605614
경양식,서울특별시 강남구 신사동 663번지 5호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로157길 22 지상1층 (신사동),메뉴 정보가 없습니다.,11680,(주)삼현스타 스폰티니 압구정로데오점,127.0381816,37.52633449
경양식,서울특별시 강남구 신사동 657번지 19호 지상2층,0-3443-2485,매일,서울특별시 강남구 선릉로157길 23 (신사동지상2층),닭볶음탕,11680,숲,127.0379418,37.52610154
,,,오후 5시 30분 - 자정 12시,,"29,000원",,,,
,,,,,곱창전골,,,,
,,,,,"35,000원",,,,
,,,,,두루치기,,,,
,,,,,"23,000원",,,,
경양식,서울특별시 강남구 신사동 657번지 19호 지상2층,0-3443-2485,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로157길 23 (신사동지상2층),메뉴 정보가 없습니다.,11680,마이클돈까스 압구정점,127.0379418,37.52610154
경양식,서울특별시 강남구 신사동 657번지 24호 지상12층,0-516-5202,매일,서울특별시 강남구 선릉로157길 23-5 (신사동지상12층),아메리카노,11680,마크레인커피,127.0378676,37.52587249
,,,오전 10시 - 오후 11시 (구정추석당일휴무),,"4,000원",,,,
,,,일요일,,카페라떼,,,,
,,,오전 10시 - 오후 10시,,"4,500원",,,,
,,,,,콜드브루 아메리카노,,,,
,,,,,"5,500원",,,,
경양식,서울특별시 강남구 신사동 663번지 4호 지상2층,02 34485520,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로157길 24 (신사동지상2층),메뉴 정보가 없습니다.,11680,(주)더호바 압구정엑스,127.0380201,37.52637784
경양식,서울특별시 강남구 신사동 657번지 11호 지상2층,02 5178567,매일,서울특별시 강남구 선릉로157길 25 (신사동지상2층),오리지널 시카고 피자,11680,크래프트 한스 압구정점,127.0377102,37.52615922
,,,오후 5시 - 오전 2시,,"14,900원",,,,
,,,,,감자 프라이드,,,,
,,,,,"5,900원",,,,
,,,,,한스 소시지,,,,
,,,,,"9,900원",,,,
경양식,서울특별시 강남구 신사동 657번지 11호 지상2층,02 5178567,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로157길 25 (신사동지상2층),메뉴 정보가 없습니다.,11680,공돌이부엌 압구정로데오점,127.0377102,37.52615922
경양식,서울특별시 강남구 신사동 657번지 11호 지하1층,,매일,서울특별시 강남구 선릉로157길 25 지하1층 (신사동),타코,11680,코레아노스 키친(Coreanos Kitchen),127.0377102,37.52615922
,,,정오 12시 - 오후 11시,,"3,500원",,,,
,,,,,쓰리와이즈프라이즈,,,,
,,,,,"13,000원",,,,
,,,,,커플스키즐,,,,
,,,,,"35,000원",,,,
경양식,서울특별시 강남구 신사동 657번지 10호 지상2층,0-546-2435,매일,서울특별시 강남구 선릉로157길 27 (신사동지상2층),가오리찜 (중),11680,동아식당,127.0375579,37.52619802
,,,정오 12시 - 오후 9시 (연중무휴),,"25,000원",,,,
,,,,,가오리찜 (대),,,,
,,,,,"35,000원",,,,
,,,,,돼지족탕 (중),,,,
,,,,,"20,000원",,,,
경양식,서울특별시 강남구 신사동 657번지 13호 錦奉빌딩,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로157길 27-3 錦奉빌딩 1층 101102호 (신사동),메뉴 정보가 없습니다.,11680,미식천지,127.0375043,37.52605026
경양식,서울특별시 강남구 신사동 657번지 13호 錦奉빌딩,,"화,수,목,금",서울특별시 강남구 선릉로157길 27-3 錦奉빌딩 1층 101102호 (신사동),메뉴 정보가 없습니다.,11680,매드소울 스모크하우스,127.0375043,37.52605026
,,,오전 11시 - 오후 11시,,,,,,
,,,토/일,,,,,,
,,,오전 11시 30분 - 오전 2시,,,,,,
경양식,서울특별시 강남구 신사동 657번지 13호 錦奉빌딩,,매일,서울특별시 강남구 선릉로157길 27-3 錦奉빌딩 1층 101102호 (신사동),전통족발 앞다리(대),11680,창신동 매운족발,127.0375043,37.52605026
,,,정오 12시 - 자정 12시,,"31,000원",,,,
,,,,,전통족발 뒷다리 (중),,,,
,,,,,"28,000원",,,,
,,,,,전통족발 (소),,,,
,,,,,"26,000원",,,,
경양식,서울특별시 강남구 신사동 657번지 13호 錦奉빌딩,,"월-금,토",서울특별시 강남구 선릉로157길 27-3 錦奉빌딩 1층 101102호 (신사동),육회,11680,유쾌한접시 로데오직영점,127.0375043,37.52605026
,,,오후 4시 30분 - 자정 12시,,"25,000원",,,,
,,,,,이호la갈비350g,,,,
,,,,,"20,000원",,,,
경양식,서울특별시 강남구 신사동 657번지 3호 2층,02-3443-9290,"금,토/일",서울특별시 강남구 선릉로157길 29 (신사동2층),싱글,11680,크림,127.0373171,37.52623763
,,,정오 12시 - 오후 9시 (월.화.수.목 휴무),,"4,500원",,,,
,,,,,더블,,,,
,,,,,"7,500원",,,,
,,,,,포장,,,,
,,,,,"18,000원",,,,
경양식,서울특별시 강남구 신사동 657번지 2호,02 5464095,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로157길 31 (신사동),메뉴 정보가 없습니다.,11680,이사칠,127.0371756,37.52624835
경양식,서울특별시 강남구 신사동 657번지,,매일,서울특별시 강남구 선릉로157길 33 지상12층 (신사동),THE팔당 김치찜,11680,더팔당,127.0370466,37.52628498
,,,오전 11시 30분 - 오전 6시,,"20,000원",,,,
,,,,,THE팔당 두부김치찜,,,,
,,,,,"20,000원",,,,
,,,,,THE팔당 보쌈김치찜,,,,
,,,,,"28,000원",,,,
경양식,서울특별시 강남구 청담동 83번지 24호 지상3층,02 517 4654,월-금,서울특별시 강남구 선릉로158길 11 지상3층 (청담동),Lunch,11680,정식당 3층,127.0410795,37.52565517
,,,정오 12시 - 오후 3시 (Lunch (Last Order 14:00)),,78000~185000,,,,
,,,월-금,,Dinner,,,,
,,,오후 5시 30분 - 오후 10시 30분 (Dinner (Last Order 20:30)),,155000~230000,,,,
,,,,,Vegetarian Menu,,,,
,,,,,98000~155000,,,,
경양식,서울특별시 강남구 청담동 83번지 6호 지상1층,02-6084-7665,매일,서울특별시 강남구 선릉로158길 13-7 (청담동지상1층),런치 3코스,11680,비스트로드욘트빌,127.0412332,37.52607381
,,,오전 11시 30분 - 오후 3시 (Last order 14:00 점심),,"45,000원",,,,
,,,매일,,런치 클래식 (4 or 5코스),,,,
,,,오후 6시 - 오후 10시 (Last order 20:30),,"72,000원",,,,
,,,,,디너 트래디션 (3코스),,,,
,,,,,"69,000원",,,,
경양식,서울특별시 강남구 청담동 83번지 19호 지상23층,02 548 4922,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로158길 13-8 (청담동지상23층),메뉴 정보가 없습니다.,11680,뭉퉁이,127.0414375,37.52598447
경양식,서울특별시 강남구 청담동 88번지 22호 다현빌딩 1층,,매일,서울특별시 강남구 선릉로158길 16 (청담동다현빌딩 1층),더치큐브라떼,11680,루소랩청담점,127.0412528,37.52530206
,,,오전 10시 - 오후 9시,,"10,000원",,,,
,,,,,아메리카노,,,,
,,,,,"6,000원",,,,
,,,,,카페라떼,,,,
,,,,,"7,000원",,,,
경양식,서울특별시 강남구 청담동 84번지 11호,02 512 1136,매일,서울특별시 강남구 선릉로158길 7 지하1층 (청담동),칵테일,11680,더라이온스덴 청담,127.0406838,37.52570095
,,,오후 7시 - 오전 5시,,"18,000원",,,,
,,,일요일,,,,,,
,,,오후 7시 - 오전 3시,,,,,,
경양식,서울특별시 강남구 청담동 84번지 18호 1층,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로160길 5 1층 (청담동),메뉴 정보가 없습니다.,11680,루팡,127.0407742,37.52642013
경양식,서울특별시 강남구 신사동 662번지 13호 신사동 S빌딩,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로161길 15-4 신사동 S빌딩 지상1층 102호 (신사동),메뉴 정보가 없습니다.,11680,라깡띤,127.0388997,37.52712265
경양식,서울특별시 강남구 신사동 661번지 9호,,매일,서울특별시 강남구 선릉로161길 16 지하1층 (신사동),아이스 아메리카노,11680,카이로스,127.0392691,37.52742604
,,,오전 9시 - 오후 6시 (동절기(11~3월)),,"6,500원",,,,
,,,매일,,카페 라떼,,,,
,,,오전 9시 - 오후 7시 (하절기(4~10월)),,"6,500원",,,,
,,,,,아보카도 커피,,,,
,,,,,"8,500원",,,,
경양식,서울특별시 강남구 신사동 661번지 9호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로161길 16 지하1층 (신사동),메뉴 정보가 없습니다.,11680,제이소셜,127.0392691,37.52742604
경양식,서울특별시 강남구 신사동 661번지 9호,,매일,서울특별시 강남구 선릉로161길 16 지하1층 (신사동),Memoire (기억),11680,제이라운지,127.0392691,37.52742604
,,,오전 11시 - 오후 11시 ((예약제 운영)),,"50,000원",,,,
,,,,,Souvenir (추억),,,,
,,,,,"70,000원",,,,
,,,,,Eternel (영원한),,,,
,,,,,"90,000원",,,,
경양식,서울특별시 강남구 신사동 662번지 14호,02 5174888,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로161길 17 (신사동),메뉴 정보가 없습니다.,11680,사주닷컴,127.0389567,37.52727159
경양식,서울특별시 강남구 신사동 662번지 8호,02 512 1590,매일,서울특별시 강남구 선릉로161길 21 지하1층 (신사동),메뉴 정보가 없습니다.,11680,트래픽,127.0385274,37.52737582
,,,오후 7시 - 오전 3시,,,,,,
경양식,서울특별시 강남구 신사동 659번지 9호 혜성빌딩,,월-금,서울특별시 강남구 선릉로161길 31 혜성빌딩 지하1층 (신사동),수비드 닭가슴살 샐러드,11680,샐러드,127.0378431,37.52754098
,,,오전 11시 - 오후 7시,,"7,000원",,,,
,,,토요일,,핑코타 치즈 샐러드,,,,
,,,오전 11시 - 오전 4시,,"7,500원",,,,
,,,,,훈제 연어 샐러드,,,,
,,,,,"7,500원",,,,
경양식,서울특별시 강남구 신사동 660번지 15호,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로161길 34 12층 (신사동),메뉴 정보가 없습니다.,11680,클로드(Claude),127.0376641,37.52778599
경양식,서울특별시 강남구 신사동 660번지 15호,,매일,서울특별시 강남구 선릉로161길 34 12층 (신사동),아르키보드카,11680,비에프랩(BFLAB),127.0376641,37.52778599
,,,오후 5시 - 오전 2시 30분,,"49,000원",,,,
,,,,,에거마이스터,,,,
,,,,,"75,000원",,,,
,,,,,나쵸,,,,
,,,,,"5,000원",,,,
경양식,서울특별시 강남구 신사동 664번지 24호,70-7717-0785,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로161길 7 1층 102호 (신사동),메뉴 정보가 없습니다.,11680,더블핸드스테이크 압구정점,127.0396179,37.52696437
경양식,서울특별시 강남구 신사동 664번지 24호,70-7717-0785,"월-금,토",서울특별시 강남구 선릉로161길 7 1층 102호 (신사동),느타리 버섯,11680,시라카와,127.0396179,37.52696437
,,,"오후 6시 - 자정 12시 (일요일/2,4번째주 월요일 휴무)",,"2,000원",,,,
,,,,,피망,,,,
,,,,,"2,000원",,,,
,,,,,가지,,,,
,,,,,"2,500원",,,,
경양식,서울특별시 강남구 신사동 664번지 24호,02 542 2225,매일,서울특별시 강남구 선릉로161길 7 지하1층 (신사동),"콘,컵",11680,잼(Gem),127.0396179,37.52696437
,,,오전 11시 - 오전 10시 30분,,"4,800원",,,,
,,,,,Takeout box 500g,,,,
,,,,,"19,000원",,,,
,,,,,Takeout box 700g,,,,
,,,,,"26,000원",,,,
경양식,서울특별시 강남구 신사동 664번지 24호,02 542 2225,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로161길 7 지하1층 (신사동),메뉴 정보가 없습니다.,11680,지,127.0396179,37.52696437
경양식,서울특별시 강남구 신사동 664번지 2호 지상2층,,영업시간 정보가 없습니다.,서울특별시 강남구 선릉로161길 8 (신사동지상2층),메뉴 정보가 없습니다.,11680,랏32,127.039682,37.52723611
경양식,서울특별시 강남구 청담동 78번지 7호 지상2층,0-2517-7877,"월-목,일",서울특별시 강남구 선릉로162길 11 지상2층 (청담동),아메리카노,11680,플로레,127.0414986,37.5270922
,,,오전 10시 30분 - 오후 8시 (연중무휴),,"6,000원",,,,
,,,금요일,,카페라떼,,,,
,,,오전 10시 30분 - 오후 8시 (연중무휴),,"7,000원",,,,
,,,,,바닐라라떼,,,,
,,,,,"7,000원",,,,
경양식,서울특별시 강남구 청담동 83번지 1호 지하1층,02 518 5582,월-금,서울특별시 강남구 선릉로162길 12 (청담동지하1층),파스타(로제/크림/올리오),11680,오십오도와인앤다인,127.0414651,37.52678678
,,,오후 6시 - 오전 3시 30분,,"9,900원",,,,
,,,토/일,,스테이크,,,,
,,,오후 6시 - 오전 4시 30분,,"16,000원",,,,
,,,,,와인한잔,,,,
,,,,,"3,300원",,,,
경양식,서울특별시 강남구 청담동 83번지 12호,,"월,화",서울특별시 강남구 선릉로162길 16 1층 (청담동),Lullaby 75,11680,바 티 센트,127.0416926,37.52670988
,,,오후 8시 - 오전 3시,,"25,000원",,,,
