업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명
분식,서울특별시 강남구 일원동 645번지 10호 지상1층,,매일,서울특별시 강남구 일원로9길 72 (일원동지상1층),주꾸미삼겹살,11680,일원골 신쭈꾸미
,,,오후 4시 - 자정 12시 (명절 휴무),,"12,000원",,
,,,,,신쭈꾸미,,
,,,,,"12,000원",,
,,,,,주꾸미대하,,
,,,,,"12,000원",,
분식,서울특별시 강남구 일원동 645번지 11호 지상1층,,매일,서울특별시 강남구 일원로9길 74 (일원동지상1층),참숯돼지갈비 300g,11680,산들내음
,,,오전 11시 30분 - 오후 9시 (매주 월요일 휴무 (연휴기간 정상 영업)),,"13,000원",,
,,,,,산야초 물막국수,,
,,,,,"7,000원",,
,,,,,산야초 비빔막국수,,
,,,,,"7,000원",,
분식,서울특별시 강남구 일원동 645번지 12호 1층,02 4599101,영업시간 정보가 없습니다.,서울특별시 강남구 일원로9길 76 (일원동1층),메뉴 정보가 없습니다.,11680,회랑구이랑
분식,서울특별시 강남구 자곡동 636번지 서강플라자,,떡볶이,서울특별시 강남구 자곡로 114 서강플라자 지상1층 110호 (자곡동),메뉴 정보가 없습니다.,11680,신참떡볶이 강남자곡점
,,,"3,000원",,,,
,,,라볶이,,,,
,,,"4,000원",,,,
,,,치즈떡볶이,,,,
,,,"4,500원",,,,
분식,서울특별시 강남구 자곡동 655번지,,영업시간 정보가 없습니다.,서울특별시 강남구 자곡로 192 1층 104호 (자곡동 강남푸르지오시티2차),메뉴 정보가 없습니다.,11680,죠스떡볶이 자곡점
분식,서울특별시 강남구 자곡동 655번지,,매일,서울특별시 강남구 자곡로 192 1층 107호 (자곡동 강남푸르지오2차),김밥킹김밥,11680,김밥킹 자곡점
,,,오전 11시 30분 - 오후 8시,,"3,000원",,
,,,,,참치꼬마김밥(5줄),,
,,,,,"3,800원",,
,,,,,킹떡볶이,,
,,,,,"4,000원",,
분식,서울특별시 강남구 역삼동 821번지 1호 지하상가 E-42,,야채김밥,서울특별시 강남구 테헤란로 101 (역삼동),메뉴 정보가 없습니다.,11680,김밥천국
,,,"2,000원",,,,
,,,참치마요김밥,,,,
,,,"3,500원",,,,
,,,새우날치알김밥,,,,
,,,"4,500원",,,,
분식,서울특별시 강남구 역삼동 821번지 1호,,야채김밥,서울특별시 강남구 테헤란로 101 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,카페김밥천국
,,,"2,000원",,,,
,,,참치마요김밥,,,,
,,,"3,500원",,,,
,,,새우날치알김밥,,,,
,,,"4,500원",,,,
분식,서울특별시 강남구 역삼동 823번지 1호,02-0545-8180,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 124 (역삼동),메뉴 정보가 없습니다.,11680,마불
분식,서울특별시 강남구 역삼동 823번지 1호,02-0545-8180,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 124 (역삼동),메뉴 정보가 없습니다.,11680,마마롤
분식,서울특별시 강남구 역삼동 823번지 1호,02-0545-8180,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 124 (역삼동),메뉴 정보가 없습니다.,11680,올레김밥
분식,서울특별시 강남구 역삼동 823번지 0호 특허청지하1층,0-566-3302,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 124 (역삼동특허청지하1층),메뉴 정보가 없습니다.,11680,영동손칼국수
분식,서울특별시 강남구 역삼동 823번지,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 124 지하1층 B123호 (역삼동),메뉴 정보가 없습니다.,11680,하마분식(HAMA분식)
분식,서울특별시 강남구 역삼동 823번지,,매일,서울특별시 강남구 테헤란로 124 지하1층 B123호 (역삼동),벌떡& 벌뎅 떡볶이,11680,자다가도 벌떡
,,,오전 11시 - 오전 11시 50분,,"14,000원",,
,,,,,고뎅떡볶이,,
,,,,,"16,000원",,
,,,,,일벌세트,,
,,,,,"16,000원",,
분식,서울특별시 강남구 역삼동 823번지,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 124 지하1층 B123호 (역삼동),메뉴 정보가 없습니다.,11680,나도 파스타
분식,서울특별시 강남구 역삼동 648번지 9호,,월-금,서울특별시 강남구 테헤란로 129 지하2층 2호 (역삼동),즉석떡볶이(1인분),11680,남도분식 강남N타워
,,,오전 8시 - 오후 9시 (라스트오더 20:30),,"7,500원",,
,,,토요일,,상추튀김,,
,,,정오 12시 - 오후 8시 (라스트오더 19:30),,"10,000원",,
,,,,,김밥쌈,,
,,,,,"10,000원",,
분식,서울특별시 강남구 역삼동 642번지 16호 성지하이츠빌딩 지하1층1011호,02 5546336,월-금,서울특별시 강남구 테헤란로 147 (역삼동성지하이츠빌딩 지하1층1011호),떡볶이,11680,신가네솥뚜껑볶음밥
,,,오전 7시 - 오후 9시,,"3,000원",,
,,,휴무일,,모듬볶음밥,,
,,,매주 토/일,,"6,500원",,
,,,,,김치볶음밥,,
,,,,,"6,500원",,
분식,서울특별시 강남구 역삼동 737번지 강남파이낸스센터,,참치에담치즈김밥,서울특별시 강남구 테헤란로 152 지하2층 (역삼동 강남파이낸스센터),메뉴 정보가 없습니다.,11680,리김밥 GFC점
,,,"5,500원",,,,
,,,참치고담치즈김밥,,,,
,,,"5,500원",,,,
,,,야채김밥,,,,
,,,"4,000원",,,,
분식,서울특별시 강남구 역삼동 702번지 13호 성지하이츠지하1층,02 5619993,매일,서울특별시 강남구 테헤란로 313 (역삼동성지하이츠지하1층),모밀국수,11680,다향
,,,오전 9시 - 오후 8시 30분 (명절 휴무),,"4,000원",,
,,,,,마른안주류,,
,,,,,"10,000원",,
,,,,,모밀짜장,,
,,,,,"4,000원",,
분식,서울특별시 강남구 역삼동 707번지 34호 지하1층,,매일,서울특별시 강남구 테헤란로 322 (역삼동지하1층),명가만두,11680,명가
,,,오전 11시 - 오후 9시 30분,,"9,000원",,
,,,,,만두전골,,
,,,,,"9,000원",,
,,,,,해물칼국수,,
,,,,,"10,000원",,
분식,서울특별시 강남구 역삼동 707번지 34호 한신인터밸리24 B114호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 322 (역삼동한신인터밸리24 B114호),메뉴 정보가 없습니다.,11680,포 하이 베트남쌀국수
분식,서울특별시 강남구 역삼동 707번지 24호 한신인터밸리322323호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 322 (역삼동한신인터밸리322323호),메뉴 정보가 없습니다.,11680,소쿠리베니스
분식,서울특별시 강남구 역삼동 707번지 34호 한신인터밸리지하2층B131호,02 5686885,매일,서울특별시 강남구 테헤란로 322 (역삼동한신인터밸리지하2층B131호),채움 샤브샤브,11680,채움
,,,오전 11시 - 오후 9시 30분,,"13,000원",,
,,,,,채움 샤브샤브 저녁,,
,,,,,"14,900원",,
분식,서울특별시 강남구 역삼동 707번지 34호,,매일,서울특별시 강남구 테헤란로 322 지하1층 118호 (역삼동),깽스떡볶이,11680,깽스떡볶이
,,,24시간 영업,,"13,000원",,
분식,서울특별시 강남구 역삼동 707번지 34호 한신인터밸리24빌딩,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 322 한신인터밸리24빌딩 지하2층 B138호 (역삼동),메뉴 정보가 없습니다.,11680,킨돈
분식,서울특별시 강남구 대치동 890번지 16호 지하2층,,일요일,서울특별시 강남구 테헤란로 420 (대치동지하2층),연어알쌈,11680,좋은사람들
,,,오후 3시 - 오전 6시 (연중무휴.),,"8,000원",,
,,,,,치킨,,
,,,,,"7,000원",,
,,,,,계란말이,,
,,,,,"8,000원",,
분식,서울특별시 강남구 삼성동 143번지 37호,,매일,서울특별시 강남구 테헤란로 423 지하1층 B106호 (삼성동 현대타워),혼밥세트(1인분+볶음밥),11680,중독
,,,오전 11시 - 오후 8시 30분,,"6,600원",,
,,,,,2인세트,,
,,,,,"12,000원",,
,,,,,3인세트,,
,,,,,"16,000원",,
분식,서울특별시 강남구 삼성동 143번지 37호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 423 지하1층 B106호 (삼성동 현대타워),메뉴 정보가 없습니다.,11680,떡판왕
분식,서울특별시 강남구 대치동 891번지 6호,02 552 4323,매일,서울특별시 강남구 테헤란로 428 지하2층 (대치동 대우아이빌),메뉴 정보가 없습니다.,11680,목석화수분식
,,,오전 10시 - 오후 10시,,,,
분식,서울특별시 강남구 삼성동 143번지 42호,02-0555-6665,휴무일,서울특별시 강남구 테헤란로 429 (삼성동),마늘바게트,11680,원빵스넥
,,,매주 일요일 (매주 일요일휴무 둘째넷째 월요일휴무),,"3,200원",,
,,,,,치즈에반했니,,
,,,,,"3,200원",,
,,,,,치아바타류(감자.치즈.올리브),,
,,,,,"2,500원",,
분식,서울특별시 강남구 대치동 942번지 0호 지하1층2호,,매일,서울특별시 강남구 테헤란로 504 (대치동지하1층2호),남도밥상,11680,남도밥상
,,,오전 10시 - 오후 10시,,"7,000원",,
,,,,,고추장불고기,,
,,,,,"8,000원",,
,,,,,생고기김치찌개,,
,,,,,"8,000원",,
분식,서울특별시 강남구 대치동 944번지 31호 한국섬유산업연합회,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로 518 한국섬유산업연합회 지하1층 107호 (대치동),메뉴 정보가 없습니다.,11680,라이스쉐프 삼성역점
분식,서울특별시 강남구 삼성동 159번지 8호,02-3453-0180,완당+공기밥,서울특별시 강남구 테헤란로 521 지하1층 F-22호 (삼성동 파르나스몰),메뉴 정보가 없습니다.,11680,18번 완당명가(파르나스몰점)
,,,"8,500원",,,,
,,,완당반모밀반+공기밥,,,,
,,,"9,000원",,,,
,,,완당+유부초밥,,,,
,,,"9,500원",,,,
분식,서울특별시 강남구 삼성동 159번지 8호,02-3453-0180,"철갑상어회 (소, 중, 대)",서울특별시 강남구 테헤란로 521 지하1층 F-22호 (삼성동 파르나스몰),메뉴 정보가 없습니다.,11680,부산완당(파르나스몰점)
,,,"70,000원",,,,
,,,"대광어도미회 (소, 중, 대)",,,,
,,,"39,000원",,,,
,,,"오감만족회 (소, 중, 대)",,,,
,,,"38,000원",,,,
분식,서울특별시 강남구 역삼동 828번지 21호 지상107호,,매일,서울특별시 강남구 테헤란로10길 25 (역삼동지상107호),보리굴비정식,11680,소풍
,,,오전 11시 30분 - 오후 8시 30분 (브레이크타임 3시(부터)-5시(까지)),,"22,000원",,
,,,,,간장게장정식,,
,,,,,"29,000원",,
,,,,,주꾸미정식,,
,,,,,"12,000원",,
분식,서울특별시 강남구 대치동 999번지 8호,0--2,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로114길 30 (대치동),메뉴 정보가 없습니다.,11680,백구분식
분식,서울특별시 강남구 역삼동 636번지 7호,,"화,수,목,금",서울특별시 강남구 테헤란로13길 29 나동 지상1층 102호 (역삼동),삼선짜장면,11680,(주)담희-2지점
,,,오전 11시 30분 - 오후 9시 30분,,"8,000원",,
,,,"쉬는시간 매주 화,수,목,금",,삼선짬뽕,,
,,,오후 3시 - 오후 5시,,"9,000원",,
,,,,,전가복,,
,,,,,"85,000원",,
분식,서울특별시 강남구 역삼동 741번지,,매일,서울특별시 강남구 테헤란로14길 25 지상1층 (역삼동),미스터김밥,11680,미스터 김밥
,,,오전 7시 - 오후 10시,,"2,800원",,
,,,,,치즈김밥,,
,,,,,"3,300원",,
,,,,,땡초김밥,,
,,,,,"4,000원",,
분식,서울특별시 강남구 역삼동 645번지 19호,0-552-3390,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로19길 12 1층 (역삼동),메뉴 정보가 없습니다.,11680,산야로
분식,서울특별시 강남구 역삼동 645번지 19호,0-552-3390,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로19길 12 1층 (역삼동),메뉴 정보가 없습니다.,11680,숙달돼지 역삼점
분식,서울특별시 강남구 역삼동 736번지 18호 지상2층,0-536-6017,바지락칼국수,서울특별시 강남구 테헤란로20길 11 (역삼동지상2층),메뉴 정보가 없습니다.,11680,임영옥바지락칼국수
,,,"7,000원",,,,
,,,해물칼국수,,,,
,,,"8,000원",,,,
,,,팥칼국수,,,,
,,,"7,000원",,,,
분식,서울특별시 강남구 역삼동 736번지 24호 LG역삼에클라트지상1층105호,,멸치국수,서울특별시 강남구 테헤란로20길 19 (역삼동LG역삼에클라트지상1층105호),메뉴 정보가 없습니다.,11680,종로김밥
,,,"2,500원",,,,
,,,열무국수,,,,
,,,"3,000원",,,,
분식,서울특별시 강남구 역삼동 736번지 40호 1층,,매일,서울특별시 강남구 테헤란로22길 9 (역삼동1층),하우스커피,11680,엘빈
,,,오전 9시 - 자정 12시,,"4,300원",,
,,,,,에스프레소,,
,,,,,"4,500원",,
,,,,,헤즐럿,,
,,,,,"4,800원",,
분식,서울특별시 강남구 역삼동 644번지 9호 지상1층,02 5658450,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로25길 15 지상1층 (역삼동),메뉴 정보가 없습니다.,11680,감탄 역삼역점
분식,서울특별시 강남구 역삼동 644번지 9호 지상1층,02 5658450,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로25길 15 지상1층 (역삼동),메뉴 정보가 없습니다.,11680,에그드랍 역삼역점
분식,서울특별시 강남구 역삼동 643번지 10호 지상1층,02 5646926,월-금,서울특별시 강남구 테헤란로25길 17 (역삼동지상1층),원조김밥,11680,정든김밥
,,,24시간 영업,,"2,000원",,
,,,토요일,,야채김밥,,
,,,자정 12시 - 오후 10시 50분,,"2,500원",,
,,,,,치즈김밥,,
,,,,,"2,500원",,
분식,서울특별시 강남구 역삼동 641번지 18호 지상1층,02 5537118,월-금,서울특별시 강남구 테헤란로25길 34 (역삼동지상1층),등심스테이크,11680,대우식당
,,,오전 11시 - 오후 9시 30분 (휴식시간 15:300~17:00 주문마감 21:00),,"38,000원",,
,,,토/일,,안심스테이크,,
,,,오전 11시 30분 - 오후 9시 30분 (휴식시간없음 주문마감 21:00),,"38,000원",,
,,,,,소시지구이,,
,,,,,"13,000원",,
분식,서울특별시 강남구 역삼동 641번지 1호 지상1층,02 562 0884,"월-금,토",서울특별시 강남구 테헤란로25길 36 지상1층 (역삼동),담양떡갈비정식,11680,우주최강도시락 역삼점
,,,오전 10시 - 오후 9시,,"9,900원",,
,,,일요일,,숫불제육쌈밥정식,,
,,,오전 9시 - 오후 9시,,"8,000원",,
,,,,,숫불소불고기쌈밥정식,,
,,,,,"9,000원",,
분식,서울특별시 강남구 역삼동 641번지 1호 지상1층,02 562 0884,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로25길 36 지상1층 (역삼동),메뉴 정보가 없습니다.,11680,우주최강도시락 가로수점
분식,서울특별시 강남구 역삼동 644번지 18호 지하2층,0-562-8881,"월-금,토",서울특별시 강남구 테헤란로25길 9 (역삼동지하2층),물회,11680,청수횟집
,,,오전 11시 30분 - 오후 10시 30분 (Break time 15:00~16:00),,"28,000원",,
,,,휴무일,,,,
,,,매주 일요일,,,,
분식,서울특별시 강남구 역삼동 678번지 11호,02 5637366,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로27길 12 (역삼동),메뉴 정보가 없습니다.,11680,소마역삼점
분식,서울특별시 강남구 역삼동 678번지 32호 1층,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로29길 5 1층 (역삼동),메뉴 정보가 없습니다.,11680,백암큰순대
분식,서울특별시 강남구 역삼동 678번지 32호 1층,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로29길 5 1층 (역삼동),메뉴 정보가 없습니다.,11680,철뚝집 역삼직영점
분식,서울특별시 강남구 역삼동 678번지 32호 1층,,"월-금,토",서울특별시 강남구 테헤란로29길 5 1층 (역삼동),소고기편백찜,11680,육분삼십 역삼역점
,,,오전 11시 - 오후 11시,,"10,000원",,
,,,"쉬는시간 매주 월-금,토",,흑돼지편백찜,,
,,,오후 3시 - 오후 5시,,"13,000원",,
,,,,,흑돼지샤브샤브,,
,,,,,"13,000원",,
분식,서울특별시 강남구 역삼동 672번지 27호,02 5540333,월-금,서울특별시 강남구 테헤란로33길 20 (역삼동),김밥,11680,옛고을장원김밥
,,,오전 10시 - 오후 10시 (일요일휴무),,"3,000원",,
분식,서울특별시 강남구 역삼동 672번지 27호 지상1층,,멸치국수,서울특별시 강남구 테헤란로33길 20 (역삼동지상1층),메뉴 정보가 없습니다.,11680,종로김밥르네상스점
,,,"2,500원",,,,
,,,열무국수,,,,
,,,"3,000원",,,,
분식,서울특별시 강남구 역삼동 718번지 30호 지상1층,070 81292900,매일,서울특별시 강남구 테헤란로34길 14 (역삼동지상1층),보리굴비정식,11680,소풍
,,,오전 11시 30분 - 오후 8시 30분 (브레이크타임 3시(부터)-5시(까지)),,"22,000원",,
,,,,,간장게장정식,,
,,,,,"29,000원",,
,,,,,주꾸미정식,,
,,,,,"12,000원",,
분식,서울특별시 강남구 역삼동 721번지 4호 이원빌딩,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로38길 29 이원빌딩 지하1층 4호 (역삼동),메뉴 정보가 없습니다.,11680,더순탄
분식,서울특별시 강남구 역삼동 675번지 2호 지하1층,02-3446-8266,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로39길 38 (역삼동지하1층),메뉴 정보가 없습니다.,11680,요기스푼
분식,서울특별시 강남구 역삼동 704번지 4호,02 5648255,"월-금,토",서울특별시 강남구 테헤란로43길 28 지상1층 101호 (역삼동),오뎅꼬치,11680,오뎅
,,,오후 5시 - 오전 3시 (02:00마감),,"1,000원",,
,,,휴무일,,떡볶이,,
,,,매주 일요일,,"7,900원",,
,,,,,무뼈닭발,,
,,,,,"10,900원",,
분식,서울특별시 강남구 역삼동 704번지 4호,02 5648255,"월,수,목,금",서울특별시 강남구 테헤란로43길 28 지상1층 101호 (역삼동),새우로제파스타,11680,온나
,,,오후 6시 - 오전 2시,,"16,000원",,
,,,토/일,,명란파스타,,
,,,"오후 2시 - 오전 2시 (토,일 오후 2시부터 시작)",,"17,000원",,
,,,,,버섯페스토파스타,,
,,,,,"16,000원",,
분식,서울특별시 강남구 역삼동 827번지,,매일,서울특별시 강남구 테헤란로4길 25 지하1층 (역삼동),차돌교장떡볶이 2인세트,11680,반장즉석떡볶이 강남점
,,,오전 11시 30분 - 오후 9시 30분 (연중무휴),,"17,000원",,
,,,,,마라교감떡볶이 2인세트,,
,,,,,"17,000원",,
,,,,,깻잎반장떡볶이 2인세트,,
,,,,,"15,000원",,
분식,서울특별시 강남구 역삼동 827번지 10호 지하1층,0-2561-8686,매일,서울특별시 강남구 테헤란로4길 33 (역삼동지하1층),로스카츠,11680,미소야 강남역1호점
,,,오전 10시 - 오후 9시,,"8,000원",,
,,,,,히레카츠,,
,,,,,"9,000원",,
,,,,,옛날식 달콤한 로스카츠,,
,,,,,"9,500원",,
분식,서울특별시 강남구 역삼동 826번지 38호 지상1층,,월-수,서울특별시 강남구 테헤란로4길 38-3 (역삼동지상1층),우렁 된장,11680,봉된장 강남점
,,,오전 11시 30분 - 오후 8시 30분,,"8,000원",,
,,,"목,금,토",,바지락 된장,,
,,,오전 11시 30분 - 오후 8시 30분,,"8,000원",,
,,,,,차돌된장,,
,,,,,"8,500원",,
분식,서울특별시 강남구 역삼동 826번지 37호 지하1층-107,,매일,서울특별시 강남구 테헤란로4길 46 107호 (역삼동지하1층),옛날우동,11680,역전우동 0410 강남역태극당점
,,,24시간 영업 (명절당일 휴무),,"3,500원",,
,,,월요일,,냉모밀,,
,,,오전 8시 30분 - 자정 12시,,"5,000원",,
,,,,,김치우동,,
,,,,,"4,000원",,
분식,서울특별시 강남구 역삼동 826번지 37호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로4길 46 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,밥스테이블
분식,서울특별시 강남구 역삼동 826번지 37호,,월-금,서울특별시 강남구 테헤란로4길 46 지하1층 (역삼동),하카타 돈코츠라멘,11680,히로시노 라멘
,,,오전 11시 30분 - 자정 12시 30분 ( // 마지막주문 12시 // 재료소진시 조기마감),,"7,500원",,
,,,토/일,,매운 돈코츠라멘,,
,,,오전 11시 30분 - 오후 11시 30분 ( // 마지막주문 11시),,"8,000원",,
,,,,,냉라멘(계절메뉴),,
,,,,,"8,500원",,
분식,서울특별시 강남구 역삼동 826번지 37호,,치즈라면,서울특별시 강남구 테헤란로4길 46 지하1층 102호 (역삼동),메뉴 정보가 없습니다.,11680,푸드2900
,,,"4,000원",,,,
,,,떡라면,,,,
,,,"4,000원",,,,
,,,만두라면,,,,
,,,"4,000원",,,,
분식,서울특별시 강남구 역삼동 826번지 37호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로4길 46 지하1층 102호 (역삼동),메뉴 정보가 없습니다.,11680,소담 분식
분식,서울특별시 강남구 역삼동 705번지 지상2층,,"월-금,토",서울특별시 강남구 테헤란로51길 10 지상2층 (역삼동),메뉴 정보가 없습니다.,11680,생태사랑
,,,오전 10시 - 오후 11시,,,,
,,,휴무일,,,,
,,,매주 일요일,,,,
분식,서울특별시 강남구 역삼동 702번지 30호 수지빌딩지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로51길 7 (역삼동수지빌딩지상1층),메뉴 정보가 없습니다.,11680,김밥나라
분식,서울특별시 강남구 역삼동 709번지 지하1층-20,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로52길 16 지하1층 20호 (역삼동 테헤란아이파크 상가),메뉴 정보가 없습니다.,11680,고봉김밥
분식,서울특별시 강남구 역삼동 696번지 46호,,매일,서울특별시 강남구 테헤란로55길 22 지상101호 (역삼동),국물떡볶이,11680,공수간
,,,오전 11시 - 오후 9시 (연중무휴),,"4,000원",,
,,,,,옛날당면순대,,
,,,,,"4,500원",,
,,,,,공수간왕김밥1줄,,
,,,,,"4,500원",,
분식,서울특별시 강남구 역삼동 696번지 46호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로55길 22 지상101호 (역삼동),메뉴 정보가 없습니다.,11680,투핑거스
분식,서울특별시 강남구 역삼동 819번지 4호 지상1층,02 508 3321,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로5길 11 (역삼동지상1층),메뉴 정보가 없습니다.,11680,밀박스
분식,서울특별시 강남구 삼성동 141번지 8호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로63길 9 지상1층 107호 (삼성동),메뉴 정보가 없습니다.,11680,에이원
분식,서울특별시 강남구 대치동 890번지 54호 지상1층 105호,02 5646626,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로64길 13 (대치동지상1층 105호),메뉴 정보가 없습니다.,11680,전스토리
분식,서울특별시 강남구 대치동 890번지 54호 지상1층 105호,02 5646626,월-금,서울특별시 강남구 테헤란로64길 13 (대치동지상1층 105호),*김밥메뉴* 노랑김밥,11680,노오랑 김밥분식
,,,오전 9시 - 오후 9시,,"2,500원",,
,,,토요일,,*볶음밥류* 새우볶음밥,,
,,,오전 7시 - 오후 9시,,"5,500원",,
,,,,,*분식메뉴* 라면,,
,,,,,"3,000원",,
분식,서울특별시 강남구 대치동 890번지 54호 지상1층-103,,매일,서울특별시 강남구 테헤란로64길 13 지상1층 103호 (대치동),까르보불닭치킨,11680,멕시카나치킨
,,,오전 11시 - 오후 11시,,"18,000원",,
,,,,,불닭치킨,,
,,,,,"18,000원",,
,,,,,뿌리고(오리지널),,
,,,,,"18,000원",,
분식,서울특별시 강남구 대치동 889번지 67호 지상1층,02 5385955,월-금,서울특별시 강남구 테헤란로64길 16-9 (대치동지상1층),명동칼국수,11680,옛맛명동칼국수
,,,오전 11시 - 오후 9시,,"6,500원",,
,,,토요일,,명동칼만두,,
,,,오전 11시 - 오후 3시,,"6,500원",,
,,,,,평양식왕만두,,
,,,,,"6,500원",,
분식,서울특별시 강남구 대치동 889번지 67호 지상1층,02 5385955,월-금,서울특별시 강남구 테헤란로64길 16-9 (대치동지상1층),순대국밥,11680,평안도찹쌀순대 선릉본점
,,,오전 10시 - 오후 11시,,"8,000원",,
,,,토/일,,순대국밥 (특),,
,,,오전 10시 - 오후 10시,,"11,000원",,
,,,,,평안도 정식,,
,,,,,"13,000원",,
분식,서울특별시 강남구 삼성동 143번지 17호 지하1호,,미소라멘,서울특별시 강남구 테헤란로69길 14 (삼성동지하1호),메뉴 정보가 없습니다.,11680,키꾸야
,,,"8,500원",,,,
,,,미소라맨 세트,,,,
,,,"9,500원",,,,
,,,소유라맨,,,,
,,,"8,500원",,,,
분식,서울특별시 강남구 삼성동 143번지 21호 지상1층,02 515 9657,모짜렐라스팸계란마리,서울특별시 강남구 테헤란로77길 11-15 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,(주)에스에프이노베이션 스쿨푸드 삼성 딜리버리점
,,,"8,500원",,,,
,,,장조림버터비빔밥,,,,
,,,"9,000원",,,,
,,,쟁반국떡,,,,
,,,"8,500원",,,,
분식,서울특별시 강남구 삼성동 143번지 14호 동현빌딩지상1층101호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로77길 11-16 (삼성동동현빌딩지상1층101호),메뉴 정보가 없습니다.,11680,김봉남 포장마차
분식,서울특별시 강남구 삼성동 144번지 21호 지상1층,,야채김밥,서울특별시 강남구 테헤란로77길 6 (삼성동지상1층),메뉴 정보가 없습니다.,11680,김밥천국
,,,"2,000원",,,,
,,,참치마요김밥,,,,
,,,"3,500원",,,,
,,,새우날치알김밥,,,,
,,,"4,500원",,,,
분식,서울특별시 강남구 역삼동 648번지 0호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로7길 12 (역삼동지하1층),메뉴 정보가 없습니다.,11680,아바타
분식,서울특별시 강남구 역삼동 635번지 4호 지상1층,02 5520539,햄김밥,서울특별시 강남구 테헤란로7길 22 (역삼동지상1층),메뉴 정보가 없습니다.,11680,서울김밥
,,,"3,000원",,,,
,,,야채김밥,,,,
,,,"3,000원",,,,
,,,고추김밥,,,,
,,,"3,000원",,,,
분식,서울특별시 강남구 역삼동 635번지 4호 지상1층,,월-금,서울특별시 강남구 테헤란로7길 22 (역삼동지상1층),메뉴 정보가 없습니다.,11680,얼큰이 찌게마을 역삼점
,,,오전 11시 - 오후 10시,,,,
,,,토요일,,,,
,,,오전 11시 - 오후 3시,,,,
분식,서울특별시 강남구 역삼동 635번지 4호,02-3453-0608,"월-금,토",서울특별시 강남구 테헤란로7길 22 지상1층 (역삼동),진달래,11680,한솥도시락
,,,오전 8시 - 오후 8시,,"7,000원",,
,,,토요일,,새치 고기고기,,
,,,오전 8시 - 오후 2시,,"6,000원",,
,,,,,동백,,
,,,,,"5,000원",,
분식,서울특별시 강남구 대치동 942번지 13호,02 5618069,김가네김밥,서울특별시 강남구 테헤란로82길 11 (대치동),메뉴 정보가 없습니다.,11680,김가네김밥테헤란로점
,,,돈까스롤김밥,,,,
,,,멸추김밥,,,,
분식,서울특별시 강남구 대치동 942번지 13호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로82길 11 지상1층 (대치동),메뉴 정보가 없습니다.,11680,곰스육공삼
분식,서울특별시 강남구 삼성동 158번지 4호 지상1층 103호,02 5669322,야채김밥,서울특별시 강남구 테헤란로83길 14 (삼성동지상1층 103호),메뉴 정보가 없습니다.,11680,김밥천국
,,,"2,000원",,,,
,,,참치마요김밥,,,,
,,,"3,500원",,,,
,,,새우날치알김밥,,,,
,,,"4,500원",,,,
분식,서울특별시 강남구 삼성동 157번지 14호,02 5019484,그냥라면,서울특별시 강남구 테헤란로83길 19 (삼성동),메뉴 정보가 없습니다.,11680,라면집
,,,"3,500원",,,,
,,,계란라면,,,,
,,,"4,000원",,,,
,,,참치라면,,,,
,,,"4,000원",,,,
