업태명	소재지지번	소재지전화번호	영업일	소재지도로명	메뉴	시군구코드	업소명
			오전 8시 30분 - 오후 9시 30분 (연중무휴)		"1,900원"		
					붓세		
					"1,800원"		
					땅콩센베		
					"9,000원"		
과자점	서울특별시 강남구 압구정동 494번지 0호 지하1층	5471312	"화,수,목,금"	서울특별시 강남구 압구정로 343 (압구정동지하1층)	삼선짜장면	11680	(주)케이앤에이프리첼
			오전 11시 30분 - 오후 9시 30분		"8,000원"		
			"쉬는시간 매주 화,수,목,금"		삼선짬뽕		
			오후 3시 - 오후 5시		"9,000원"		
					전가복		
					"85,000원"		
과자점	서울특별시 강남구 압구정동 494번지	02 34435504	매일	서울특별시 강남구 압구정로 343 지하1층 (압구정동 갤러리아백화점)	마카롱9개세트	11680	르브아
			오전 10시 30분 - 오후 9시 (비정기적 휴무)		"20,000원"		
과자점	서울특별시 강남구 압구정동 515번지 0호 지상3층	02 34494455	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 407 (압구정동지상3층)	메뉴 정보가 없습니다.	11680	빈스앤베리즈명품관이스트점
과자점	서울특별시 강남구 신사동 532번지 10호	02 34467415	매일	서울특별시 강남구 압구정로12길 16 지상12층 (신사동)	브라운슈가 디어리오카 시리즈	11680	더앨리(The Alley)
			오전 11시 - 오후 10시		5300~5800		
					오로라 시리즈		
					"6,500원"		
					시그니쳐 브루드 티		
					"4,000원"		
과자점	서울특별시 강남구 신사동 532번지 10호	02 34467415	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로12길 16 지상12층 (신사동)	메뉴 정보가 없습니다.	11680	오설록 티하우스 가로수길점
과자점	서울특별시 강남구 신사동 581번지 10호	205119100	매일	서울특별시 강남구 압구정로28길 11 (신사동)	싱글레귤러	11680	베스킨라빈스
			오전 10시 - 오후 11시		"3,200원"		
					싱글킹		
					"4,000원"		
					더블쥬니어		
					"4,300원"		
과자점	서울특별시 강남구 신사동 512번지 10호 1층	02 5119878	매일	서울특별시 강남구 압구정로2길 62 (신사동1층)	아메리카노	11680	이디야
			오전 7시 30분 - 자정 12시		"5,000원"		
과자점	서울특별시 강남구 신사동 523번지 31호	010*******	"월-금,토"	서울특별시 강남구 압구정로4길 27-3 지상1층 101호 (신사동)	봉봉 15구 세트	11680	삐아프
			"정오 12시 - 오후 7시 30분 (설/추석 연휴 휴무, 1월1일 휴무, 5월 1일 휴무)"		"39,000원"		
			휴무일		봉봉 10구 세트		
			매주 일요일		"27,000원"		
					봉봉 6구 세트		
					"17,000원"		
과자점	서울특별시 강남구 신사동 663번지 26호 지상1층	234427749	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로54길 22 (신사동지상1층)	메뉴 정보가 없습니다.	11680	키티스까페
과자점	서울특별시 강남구 청담동 120번지 13호 1층	02 517 3989	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로79길 14 (청담동1층)	메뉴 정보가 없습니다.	11680	반가빈
과자점	서울특별시 강남구 일원동 644번지 2호	234110315	영업시간 정보가 없습니다.	서울특별시 강남구 양재대로55길 13 (일원동)	메뉴 정보가 없습니다.	11680	미니스톱일원본점
과자점	서울특별시 강남구 역삼동 730번지 5호 104호	02 5552544	매일	서울특별시 강남구 언주로 405 (역삼동104호)	씨푸드아일랜드R_골드	11680	미스터피자
			오전 11시 - 오후 10시 30분		"29,500원"		
					하프앤하프R_골드		
					"27,900원"		
					쉬림프골드R_골드		
					"27,900원"		
과자점	서울특별시 강남구 논현동 99번지 20호 지상1층 101호	010*******	"월,수,목,금,토"	서울특별시 강남구 언주로146길 37 (논현동지상1층 101호)	아메리카노	11680	제니스 케이크(Jennys cake)
			오전 11시 - 오후 8시 (라스트오더8시)		"3,000원"		
			일요일		아메리칸벨벳벨벳케익(조각)		
			오전 11시 - 오후 6시		"6,000원"		
					당근케익(조각)		
					"6,000원"		
과자점	서울특별시 강남구 논현동 99번지 20호 지상1층 101호	010*******	매일	서울특별시 강남구 언주로146길 37 (논현동지상1층 101호)	버섯 스파게티	11680	제니스 씨앤티(Jennys C& T)
			오전 11시 30분 - 오후 10시		"15,500원"		
					봉골레		
					"16,500원"		
					버섯과 치즈뇨끼		
					"18,500원"		
과자점	서울특별시 강남구 신사동 640번지 5호	205189627	영업시간 정보가 없습니다.	서울특별시 강남구 언주로172길 29 (신사동)	메뉴 정보가 없습니다.	11680	라리
과자점	서울특별시 강남구 도곡동 467번지 0호 타워팰리스 1층102호		매일	서울특별시 강남구 언주로30길 56 (도곡동타워팰리스 1층102호)	1스쿱	11680	하겐-다즈
			오전 10시 - 오후 10시 30분 (월~금)		"4,900원"		
					2스쿱		
					"9,000원"		
					3스쿱		
					"10,800원"		
과자점	서울특별시 강남구 도곡동 467번지 17호 타워팰리스2차지하1층	02 567 9108	영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 57 (도곡동타워팰리스2차지하1층)	메뉴 정보가 없습니다.	11680	미고스타수퍼점
과자점	서울특별시 강남구 도곡동 467번지 17호 타워팰리스지하1층신세계스타수퍼	21911203	월-금	서울특별시 강남구 언주로30길 57 (도곡동타워팰리스지하1층신세계스타수퍼)	딸기축제크레페	11680	씨얀크레페
			오전 8시 30분 - 오후 8시 ((학기중))		"4,900원"		
			토요일		순수누바크레페		
			정오 12시 - 오후 8시 ((학기중))		"2,900원"		
					누아빠크레페		
					"3,400원"		
과자점	서울특별시 강남구 도곡동 467번지 17호	02 556 9891	영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 57 F동 지하1층 (도곡동 타워팰리스2차)	메뉴 정보가 없습니다.	11680	카린토만주
과자점	서울특별시 강남구 삼성동 159번지 1호 (W11P)		영업시간 정보가 없습니다.	서울특별시 강남구 영동대로 511 (삼성동(W11P))	메뉴 정보가 없습니다.	11680	떼르뜨글라스
과자점	서울특별시 강남구 삼성동 159번지 0호 지하1층(매장번호M12)	02 60026607	영업시간 정보가 없습니다.	서울특별시 강남구 영동대로 511 (삼성동지하1층(매장번호M12))	메뉴 정보가 없습니다.	11680	콜드스톤크리머스코엑스점
과자점	서울특별시 강남구 삼성동 159번지 0호 커벤션별관지하2층	02 34668688	월-금	서울특별시 강남구 영동대로 511 (삼성동커벤션별관지하2층)	위치위치 샌드위치	11680	위치위치
			오전 9시 - 오후 8시		"4,400원"		
			토/일		치킨 데리야끼		
			오전 10시 - 오후 8시		"4,900원"		
					치킨 스파이시		
					"4,900원"		
과자점	서울특별시 강남구 삼성동 159번지 0호 코엑스몰지하1층F15A	019*******	매일	서울특별시 강남구 영동대로 511 (삼성동코엑스몰지하1층F15A)	싱글레귤러	11680	베스킨라빈스
			오전 10시 - 오후 11시		"3,200원"		
					싱글킹		
					"4,000원"		
					더블쥬니어		
					"4,300원"		
과자점	서울특별시 강남구 삼성동 159번지 0호 컨벤션센타 코엑스몰 지하1층-O108	260023900	"월-금,토"	서울특별시 강남구 영동대로 513 지하1층 O108호 (삼성동 컨벤션센타 코엑스몰)	홍 짬뽕탕	11680	메이
			오후 5시 30분 - 오전 1시 (매주 일요일 휴무)		"10,000원"		
			휴무일		백 짬뽕탕		
			매주 일요일		"10,000원"		
					삼선누룽지탕		
					"16,000원"		
과자점	서울특별시 강남구 삼성동 159번지 9호 멀티플렉스내 지하1층		"월,화,목,금,토/일"	서울특별시 강남구 영동대로 517 지하1층 (삼성동 멀티플렉스내)	트러플머쉬룸 와퍼세트	11680	버거킹 메가박스점
			오전 10시 - 오후 10시		"8,300원"		
			휴무일		트러플머쉬룸 스테이크버거세트		
			"매주 수요일 (둘째주, 넷째주)"		"9,300원"		
					통새우와퍼주니어세트		
					"6,900원"		
과자점	서울특별시 강남구 청담동 53번지 7호 1층	02 5461022	영업시간 정보가 없습니다.	서울특별시 강남구 영동대로 737 (청담동1층)	메뉴 정보가 없습니다.	11680	델리샵
과자점	서울특별시 강남구 일원동 684번지 4호	204551313	영업시간 정보가 없습니다.	서울특별시 강남구 일원로 43 (일원동)	메뉴 정보가 없습니다.	11680	카페레아
과자점	서울특별시 강남구 역삼동 821번지 1호 강남역 지하상가 222-02	070 46816473	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 101 (역삼동 강남역 지하상가 222-02)	메뉴 정보가 없습니다.	11680	스토리뱅크
과자점	서울특별시 강남구 역삼동 821번지 1호 강남역지하상가 E-38	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 101 (역삼동 강남역지하상가 E-38)	메뉴 정보가 없습니다.	11680	반월당 닭강정
과자점	서울특별시 강남구 역삼동 821번지 1호 강남역지하상가 E-38	010*******	매일	서울특별시 강남구 테헤란로 101 (역삼동 강남역지하상가 E-38)	오룡해삼	11680	청담수제핫바
			오전 11시 - 오후 10시		"80,000원"		
					황태짬뽕		
					"10,000원"		
					삼선짬뽕		
					"10,000원"		
과자점	서울특별시 강남구 역삼동 824번지 19호 지상1층-지상2층	02 34534054	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 116 지상1층-지상2층 (역삼동)	메뉴 정보가 없습니다.	11680	롯데리아 역삼점
과자점	서울특별시 강남구 역삼동 737번지 0호 스타타워 지하2층	232162293	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 152 (역삼동스타타워 지하2층)	메뉴 정보가 없습니다.	11680	던킨도넛
과자점	서울특별시 강남구 역삼동 677번지 25호	02 5278399	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 223 (역삼동)	메뉴 정보가 없습니다.	11680	미성유통
과자점	서울특별시 강남구 삼성동 143번지 42호 선릉역 지하상가	010*******	매일	서울특별시 강남구 테헤란로 429 (삼성동선릉역 지하상가)	돈까스	11680	델리
			오전 9시 - 오후 10시		"4,000원"		
					치즈돈까스		
					"4,500원"		
					오므라이스		
					"4,000원"		
과자점	서울특별시 강남구 삼성동 159번지 7호		월-금	서울특별시 강남구 테헤란로 517 (삼성동)	별표국수	11680	무역센타현대백화점
			오전 10시 30분 - 오후 8시 (월화수목)		"6,000원"		
			토/일		열무비빔국수		
			오전 10시 30분 - 오후 8시 30분 (금토일)		"7,500원"		
					꼬막해초비빔밥		
					"9,000원"		
과자점	서울특별시 강남구 삼성동 159번지 7호 현대백화점무역센터점지하1층		월-금	서울특별시 강남구 테헤란로 517 (삼성동현대백화점무역센터점지하1층)	클래식 시나본	11680	시나본
			오전 10시 30분 - 오후 8시 (금요일: 20:30 까지(백화점 상황에 따라 변동가능))		시나본 카라멜 피칸		
			토/일		미니본 클래식		
			오전 10시 30분 - 오후 8시 30분 (공휴일포함(백화점상황에 따라 변동가능))				
과자점	서울특별시 강남구 삼성동 159번지 7호 현대백화점지하1층	5757030	매일	서울특별시 강남구 테헤란로 517 (삼성동현대백화점지하1층)	오리지널슈	11680	비어드파파
			"오전 11시 - 오후 9시 (설,추석 당일 휴무)"		"2,500원"		
					아메리카노(hot/ice)		
					"3,000원"		
					미니슈(5개)		
					"4,000원"		
과자점	서울특별시 강남구 삼성동 159번지 7호	02 34678400	매일	서울특별시 강남구 테헤란로 517 지하1층 (삼성동 현대백화점)	다크 초콜릿 데카당스	11680	고디바
			오전 11시 - 오후 10시		"7,500원"		
					다크 탄자니아 75%		
					"7,500원"		
					다크 초콜릿 모카		
					"7,500원"		
과자점	서울특별시 강남구 삼성동 159번지 7호 현대백화점 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 517 지하1층 (삼성동 현대백화점)	메뉴 정보가 없습니다.	11680	허니퍼프
과자점	서울특별시 강남구 삼성동 159번지 7호	010*******	매일	서울특별시 강남구 테헤란로 517 지하1층 (삼성동)	애플파이외 파이류	11680	마담파이
			오전 8시 - 오후 11시 30분 (11시 이후- 테이크 아웃)		"9,000원"		
					계절과일 타르트		
					"7,500원"		
					핸드드립 커피		
					"6,500원"		
과자점	서울특별시 강남구 대치동 944번지 31호	02 5284690	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 518 (대치동)	메뉴 정보가 없습니다.	11680	전통한과
과자점	서울특별시 강남구 삼성동 159번지 8호 지하2 지상1층	02 559 7044	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로 521 지하2 지상1층 (삼성동)	메뉴 정보가 없습니다.	11680	그랜드키친델리
과자점	서울특별시 강남구 역삼동 825번지 27호 지상1층	02 562 6379	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로2길 21 (역삼동지상1층)	메뉴 정보가 없습니다.	11680	도레아
과자점	서울특별시 강남구 역삼동 677번지 6호	02 5646833	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로37길 15 (역삼동)	메뉴 정보가 없습니다.	11680	세븐일레븐(르네상스점)
과자점	서울특별시 강남구 역삼동 662번지 4호 지상2층202호	018*******	영업시간 정보가 없습니다.	서울특별시 강남구 테헤란로39길 62 (역삼동지상2층202호)	메뉴 정보가 없습니다.	11680	하늘과땅이만나는에끌레시아
과자점	서울특별시 강남구 삼성동 159번지 6호 도심공항몰 1층 R001	011*******	매일	서울특별시 강남구 테헤란로87길 22 1층 R001호 (삼성동 도심공항몰 )	썬더 밤	11680	레미콘 소프트아이스크림
			오전 11시 - 오후 10시 (연중무휴)		"6,100원"		
					하와이안 비치		
					"5,300원"		
					치즈 마운틴		
					"5,300원"		
관광호텔	서울특별시 강남구 논현동 202번지 7호	02 5403041	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로 125 (논현동)	메뉴 정보가 없습니다.	11680	리갈
관광호텔	서울특별시 강남구 삼성동 112번지 5호	62022015	매일	서울특별시 강남구 봉은사로 410 1층 (삼성동)	리코타 치즈 망고 샐러드	11680	올리
			오전 11시 30분 - 오후 10시		"12,900원"		
					감베리 빠에야		
					"12,900원"		
					항아리 누룽지 해산물 파스타		
					"12,900원"		
관광호텔	서울특별시 강남구 압구정동 429번지		매일	서울특별시 강남구 압구정로 165 지하1층 (압구정동 현대백화점)	샐러드 - 배드파머스	11680	배드파머스 현대본점
			24시간 영업 (휴업/준비중입니다.)		"12,500원"		
					샐러드 - 구아카그린		
					"11,500원"		
					샐러드 - 스윗 30		
					"12,500원"		
관광호텔	서울특별시 강남구 삼성동 159번지 8호	27797758	월-금	서울특별시 강남구 테헤란로 521 지하1층 (삼성동 파르나스몰)	자스민 그린티 L	11680	공차 파르나스몰점
			오전 8시 - 오후 11시 (오더마감 PM 10:30 홀마감 PM 10:50)		"3,500원"		
			토/일		우롱티 L		
			오전 9시 - 오후 11시 (오더마감 PM 10:30 홀마감 PM 10:50)		"3,500원"		
					불랙티 L		
					"3,500원"		
기타	서울특별시 강남구 신사동 535번지 22호		월요일	서울특별시 강남구 가로수길 31-5 지하1층 103호 (신사동)	마카롱	11680	코지아일랜드(Cozy Island)
			정오 12시 - 오후 6시		"2,000원"		
			"화,수,목,금"		아메리카노		
			정오 12시 - 오후 6시		"2,000원"		
					카페라떼		
					"3,000원"		
기타	서울특별시 강남구 도곡동 953번지 1호 양재SK허브프리모		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 240 양재SK허브프리모 지상1층 105호 (도곡동)	메뉴 정보가 없습니다.	11680	바나프레소 양재역점
기타	서울특별시 강남구 도곡동 952번지 10호 목원빌딩	02 590 7735	매일	서울특별시 강남구 강남대로 248 목원빌딩 지상1층 (도곡동)	쉬림프골드R_골드	11680	미스터피자 양재점
			오전 11시 - 오후 10시		"26,900원"		
					포테이토골드R_골드		
					"25,900원"		
					하프앤하프R_골드		
					"26,900원"		
기타	서울특별시 강남구 도곡동 952번지 7호	02 66703640	"월-금,토"	서울특별시 강남구 강남대로 252 12층 (도곡동)	생등심 로스	11680	로스옥 양재점
			오전 11시 30분 - 오후 10시 (Break Time: 15:00~17:00)		"39,000원"		
			일요일		슈퍼 꽃등심		
			오전 11시 30분 - 오후 9시 (Last Order 20:30 (Break Time 없음)(공휴일 포함))		"49,000원"		
					투뿔 숙성 등심		
					"46,000원"		
기타	서울특별시 강남구 도곡동 952번지 대우양재디오빌		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 256 지상1층 101-2호 (도곡동 대우양재디오빌)	메뉴 정보가 없습니다.	11680	피끄니크
기타	서울특별시 강남구 도곡동 949번지 2호 도곡푸르지오102동 102호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 272 (도곡동도곡푸르지오102동 102호)	메뉴 정보가 없습니다.	11680	더와인 시즌2
기타	서울특별시 강남구 역삼동 832번지 4호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 328 지상2층 201 202호 (역삼동 강남역 쉐르빌)	메뉴 정보가 없습니다.	11680	보스케
기타	서울특별시 강남구 역삼동 831번지 19호	02 5589200	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 346 12층 (역삼동)	메뉴 정보가 없습니다.	11680	잼투고
기타	서울특별시 강남구 역삼동 831번지 23호	02-2276-6660	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 352 4층 (역삼동)	메뉴 정보가 없습니다.	11680	라그릴리아 비스트로바SPC스퀘어
기타	서울특별시 강남구 역삼동 826번지 14호 강남358타워	02 545 3376	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 358 강남358타워 2층 204호 (역삼동)	메뉴 정보가 없습니다.	11680	타파스클럽 강남
기타	서울특별시 강남구 역삼동 826번지 14호 강남358타워	02 545 3376	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 358 강남358타워 2층 204호 (역삼동)	메뉴 정보가 없습니다.	11680	(주)스페인클럽 강남
기타	서울특별시 강남구 역삼동 826번지 20호	02 62040008	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 362 지하1층 (역삼동 대륭강남타워)	메뉴 정보가 없습니다.	11680	창고43 강남점
기타	서울특별시 강남구 역삼동 815번지 5호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 426 1층 (역삼동)	메뉴 정보가 없습니다.	11680	멜팅그릴
기타	서울특별시 강남구 역삼동 815번지 5호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 426 1층 (역삼동)	메뉴 정보가 없습니다.	11680	꼬끼오
기타	서울특별시 강남구 역삼동 815번지 점프밀라노		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 432 점프밀라노 417 418호 (역삼동)	메뉴 정보가 없습니다.	11680	홍대쌀국수(강남점)
기타	서울특별시 강남구 역삼동 809번지 12호 지상1층	02-2276-6498	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 452 지상1층 (역삼동)	메뉴 정보가 없습니다.	11680	쉐이크쉑 강남점
기타	서울특별시 강남구 역삼동 808번지 808타워		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 470 808타워 지상16층 (역삼동)	메뉴 정보가 없습니다.	11680	루프팔공팔
기타	서울특별시 강남구 논현동 200번지 7호	0-2540-2388	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 476 12층 (논현동 어반하이브)	메뉴 정보가 없습니다.	11680	투썸플레이스 신논현역점
기타	서울특별시 강남구 논현동 200번지 7호	0-2540-2388	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 476 지하1층 (논현동 어반하이브)	메뉴 정보가 없습니다.	11680	투썸플레이스 신논현역점1
기타	서울특별시 강남구 논현동 199번지 5호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 480 지상10층 (논현동)	메뉴 정보가 없습니다.	11680	M3 레드 펍
기타	서울특별시 강남구 논현동 165번지 3호 명성		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 498 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	에스아이티(SIT)
기타	서울특별시 강남구 논현동 164번지 7호	02 21170565	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 512 4층 (논현동)	메뉴 정보가 없습니다.	11680	모어스 일렉트로라운지 강남점
기타	서울특별시 강남구 논현동 164번지 7호	02 544 5122	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 512 지상12층 (논현동)	메뉴 정보가 없습니다.	11680	체임버
기타	서울특별시 강남구 논현동 164번지 2호 제아메디컬빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 516 제아메디컬빌딩 102호 (논현동)	메뉴 정보가 없습니다.	11680	크로마(Chroma)
기타	서울특별시 강남구 논현동 164번지		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 520 1층 (논현동)	메뉴 정보가 없습니다.	11680	부엉이
기타	서울특별시 강남구 논현동 120번지	02 5472388	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 548 1층 (논현동)	메뉴 정보가 없습니다.	11680	투썸플레이스 논현역사거리점
기타	서울특별시 강남구 논현동 120번지 건우빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 548 건우빌딩 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	앨리스 원더라운지
기타	서울특별시 강남구 논현동 17번지 동신빌딩	02 45120210	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 600 동신빌딩 지상1층 (논현동)	메뉴 정보가 없습니다.	11680	바나프레소 신사역점
기타	서울특별시 강남구 논현동 17번지 동신빌딩	02 34403330	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 600 동신빌딩 지상1층2층 (논현동)	메뉴 정보가 없습니다.	11680	(주)비에이치씨 신사역점
기타	서울특별시 강남구 신사동 502번지 6호 ICT TOWER		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 624 ICT TOWER 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	코너스톤 카페라운지(KORNERSTONE Cafe Lounge)
기타	서울특별시 강남구 신사동 502번지		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로 630 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	씨노브커피
기타	서울특별시 강남구 역삼동 813번지 13호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로102길 13 1층 (역삼동)	메뉴 정보가 없습니다.	11680	탠 커피&비어(TENN Coffee & Beer)
기타	서울특별시 강남구 역삼동 813번지 9호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로102길 13-8 1층 (역삼동)	메뉴 정보가 없습니다.	11680	커피갤러리
기타	서울특별시 강남구 역삼동 813번지 9호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로102길 13-8 1층 (역삼동)	메뉴 정보가 없습니다.	11680	콤마커피
기타	서울특별시 강남구 역삼동 619번지 2호	070 86569990	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로102길 20 지하1층 (역삼동)	메뉴 정보가 없습니다.	11680	삼미식당
기타	서울특별시 강남구 역삼동 618번지 15호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로102길 32 지하1층 (역삼동)	메뉴 정보가 없습니다.	11680	에이비카페(AB CAFE)
기타	서울특별시 강남구 역삼동 813번지 2호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로106길 14 지상2층 (역삼동)	메뉴 정보가 없습니다.	11680	와인어클락 강남역점
기타	서울특별시 강남구 역삼동 813번지 2호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로106길 14 지하1층 (역삼동)	메뉴 정보가 없습니다.	11680	구월당 강남역
기타	서울특별시 강남구 역삼동 813번지 2호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로106길 14 지하1층 (역삼동)	메뉴 정보가 없습니다.	11680	낙타브루잉 강남역
기타	서울특별시 강남구 논현동 198번지 3호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로114길 10 지상1층 101호 (논현동)	메뉴 정보가 없습니다.	11680	오늘 와인한잔
기타	서울특별시 강남구 논현동 184번지 38호 지상2층		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로114길 11 지상2층 (논현동)	메뉴 정보가 없습니다.	11680	서울맥주 1977 신논현점
기타	서울특별시 강남구 논현동 184번지 22호 광명빌딩	02 546 5464	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로114길 13 광명빌딩 1층 (논현동)	메뉴 정보가 없습니다.	11680	카페더케익(Cafe The Cake)
기타	서울특별시 강남구 논현동 198번지 8호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로114길 16 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	담는술
기타	서울특별시 강남구 논현동 198번지 8호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로114길 16 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	랑데뷰
기타	서울특별시 강남구 논현동 198번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로114길 20 1층 (논현동)	메뉴 정보가 없습니다.	11680	엘(L)
기타	서울특별시 강남구 논현동 185번지 7호 지상1층		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로116길 29 지상1층 (논현동)	메뉴 정보가 없습니다.	11680	카페인어밀리온(cafe in a million)
기타	서울특별시 강남구 논현동 185번지 7호 지상1층		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로116길 29 지상1층 (논현동)	메뉴 정보가 없습니다.	11680	카페아이엠
기타	서울특별시 강남구 논현동 182번지 27호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로118길 15 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	뮤즈
기타	서울특별시 강남구 논현동 183번지 3호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로118길 16 2층 (논현동)	메뉴 정보가 없습니다.	11680	인터렉트
기타	서울특별시 강남구 논현동 182번지 24호 석광빌딩		매일	서울특별시 강남구 강남대로118길 21 석광빌딩 지상2층 (논현동)	황소곱창	11680	모나코강남1호점
			오후 4시 - 오전 1시		"23,000원"		
					모둠구이		
					"20,000원"		
					대창구이		
					"20,000원"		
기타	서울특별시 강남구 논현동 181번지 12호 지상2층	0-2548-0888	매일	서울특별시 강남구 강남대로118길 39 지상2층 (논현동)	아메리카노	11680	봉브라더스
			오전 10시 30분 - 오후 10시 30분 (연중무휴)		"4,300원"		
					카페라떼		
					"4,800원"		
					카라멜마끼아또		
					"5,300원"		
기타	서울특별시 강남구 논현동 185번지 1호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로118길 40 지상1층 103호 (논현동)	메뉴 정보가 없습니다.	11680	더스노우
기타	서울특별시 강남구 논현동 180번지 18호	0-2511-7666	매일	서울특별시 강남구 강남대로118길 51 2층 201호 (논현동)	나시고랭	11680	반포식스 논현점
			오전 11시 - 오후 10시 (연중무휴)		"11,500원"		
					타이 칠리 누들		
					"11,500원"		
					해산물 쌀국수		
					9000~11000		
기타	서울특별시 강남구 논현동 187번지		월-금	서울특별시 강남구 강남대로118길 52 1층 101호 (논현동)	스틱츄딥	11680	스트릿츄러스 논현영동점
			오전 11시 - 오전 2시		"5,300원"		
			토/일		아츄(아이스크림+츄러스)		
			오후 1시 - 자정 12시		"4,300원"		
					츄로덕		
					"4,500원"		
기타	서울특별시 강남구 논현동 180번지 13호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로118길 61 지상2층 (논현동)	메뉴 정보가 없습니다.	11680	카멜롯
기타	서울특별시 강남구 논현동 195번지 0호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로118길 70 (논현동)	메뉴 정보가 없습니다.	11680	노피
기타	서울특별시 강남구 논현동 195번지 지상1층		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로118길 70 지상1층 (논현동)	메뉴 정보가 없습니다.	11680	술방울
기타	서울특별시 강남구 논현동 180번지 8호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로120길 62 1층 (논현동)	메뉴 정보가 없습니다.	11680	피자나라 치킨공주
기타	서울특별시 강남구 논현동 166번지 3호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로122길 16 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	우주정복
기타	서울특별시 강남구 논현동 166번지 3호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로122길 16 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	파도소리
